1,flowers,bouquet
2,flowers,flower
3,flowers,bouquetflower
4,constructor,custombouquet
5,constructor,greenery
6,constructor,packaging
7,constructor,wrap
8,constructor,custombouquetflower
9,constructor,custombouquetgreenery
10,constructor,custombouquetpackaging
11,orders,order
12,orders,orderitem
13,users,profile
14,main,bouquet
15,main,cartitem
16,admin,logentry
17,auth,permission
18,auth,group
19,auth,user
20,contenttypes,contenttype
21,sessions,session
